kanji,frame,key word,components,on_reading,kun_reading,stroke_count,jlpt
将,789,leader,turtle; claw; vulture; glue,ショウ; ソウ,まさ.に; はた; まさ; ひきい.る; もって,10,N2
奨,790,exhort,leader; turtle; claw; vulture; glue; large; St. Bernard,ショウ; ソウ,すす.める,13,N1
采,791,grab,claw; vulture; tree; wood,サイ,と.る; いろどり,8,N1
採,792,pick,finger; fingers; grab; claw; vulture; tree; wood,サイ,と.る,11,N2
菜,793,vegetable,flowers; grab; claw; vulture; tree; wood,サイ,な,11,N2
受,794,accept,birdhouse; birdcage; claw; vulture; crown; crotch,ジュ,う.ける; -う.け; う.かる,8,N3
授,795,impart,finger; fingers; accept; birdhouse; birdcage; claw; vulture; crown; crotch,ジュ,さず.ける; さず.かる,11,N1
愛,796,love,birdhouse; birdcage; claw; vulture; crown; love birds; heart; walking legs,アイ,いと.しい,13,N3
曖,797,unclear,sun; love; birdhouse; birdcage; claw; vulture; crown; love birds; heart; walking legs,アイ,くら.い,17
払,798,pay,finger; fingers; elbow,フツ; ヒツ; ホツ,はら.う; -はら.い; -ばら.い,5,N3
広,799,wide,cave; elbow,コウ,ひろ.い; ひろ.まる; ひろ.める; ひろ.がる; ひろ.げる,5,N4
勾,800,hooked,bound up; elbow,コウ; ク,かぎ; ま.がる,4
拡,801,broaden,finger; fingers; wide; cave; elbow,カク; コウ,ひろ.がる; ひろ.げる; ひろ.める,8,N1
鉱,802,mineral,metal; gold; wide; cave; elbow,コウ,あらがね,13,N2
弁,803,valve,elbow; two hands,ベン; ヘン,わきま.える; わ.ける; はなびら; あらそ.う,5,N1
雄,804,male,Yamanote; by one’s side; elbow; turkey,ユウ,お-; おす; おん,12,N1
台,805,pedestal,elbow; mouth,ダイ; タイ,うてな; われ; つかさ,5,N4
怠,806,neglect,pedestal; elbow; mouth; heart,タイ,おこた.る; なま.ける,9,N1
治,807,reign,water; water droplets; water pistol; pedestal; elbow; mouth,ジ; チ,おさ.める; おさ.まる; なお.る; なお.す,8,N3
冶,808,metallurgy,ice; pedestal; elbow; mouth,ヤ,い.る,7,N1
始,809,commence,woman; pedestal; elbow; mouth,シ,はじ.める; -はじ.める; はじ.まる,8,N4
胎,810,womb,moon; month; flesh; part of the body; pedestal; elbow; mouth,タイ,,9,N1
窓,811,window,hole; house; human legs; elbow; heart,ソウ; ス,まど; てんまど; けむだし,11,N3
去,812,gone,soil; dirt; ground; elbow,キョ; コ,さ.る; -さ.る,5,N4
法,813,method,water; water droplets; water pistol; gone; soil; dirt; ground; elbow,ホウ; ハッ; ホッ; フラン,のり,8,N3
会,814,meeting,one; wall; umbrella; rising cloud; two; elbow; wall,カイ; エ,あ.う; あ.わせる; あつ.まる,6,N4
至,815,climax,wall; one; ceiling; elbow; soil; dirt; ground,シ,いた.る,6,N1
室,816,room,house; climax; wall; one; ceiling; elbow; soil; dirt; ground,シツ,むろ,9,N4
到,817,arrival,climax; wall; one; ceiling; elbow; soil; dirt; ground; sword; sabre; saber,トウ,いた.る,8,N3
致,818,doth,climax; wall; one; ceiling; elbow; soil; dirt; ground; taskmaster,チ,いた.す,10,N1
互,819,mutually,one; ceiling; one; floor,ゴ,たが.い; かたみ.に,4,N3
棄,820,abandon,infant; toddler; top hat; elbow; buckle; tree; wood,キ,す.てる,13,N1
育,821,bring up,infant; toddler; top hat; elbow; moon; month; flesh; part of the body,イク,そだ.つ; そだ.ち; そだ.てる; はぐく.む,8,N3
撤,822,remove,finger; fingers; borstal; bring up; infant; toddler; top hat; elbow; moon; month; flesh; part of the body; taskmaster,テツ,,15,N1
充,823,allot,infant; toddler; top hat; elbow; human legs,ジュウ,あ.てる; み.たす,6,N1
銃,824,gun,metal; gold; allot; infant; toddler; top hat; elbow; human legs,ジュウ,つつ,14,N1
硫,825,sulfur,sulphur; stone; rock; lifebelt; infant; toddler; top hat; elbow; stream; flood,リュウ,,12,N1
流,826,current,water; water droplets; water pistol; lifebelt; infant; toddler; top hat; elbow; stream; flood,リュウ; ル,なが.れる; なが.れ; なが.す; -なが.す,10,N3
允,827,license,elbow; human legs,イン,じょう; まこと.に; ゆるす,4,N1
唆,828,tempt,mouth; streetwalker; Ministry of silly walks; John Cleese; license; elbow; human legs; walking legs,サ,そそのか.す,10,N1
出,829,exit,,シュツ; スイ,で.る; -で; だ.す; -だ.す; い.でる; い.だす,5,N5
山,830,mountain,,サン; セン,やま,3,N5
拙,831,bungling,finger; fingers; exit,セツ,つたな.い,8,N1
岩,832,boulder,mountain; stone; rock,ガン,いわ,8,N2
炭,833,charcoal,mountain; ashes; cliff; fire,タン,すみ,9,N2
岐,834,branch off,mountain; branch; ten; needle; crotch,キ; ギ,,7,N1
峠,835,mountain pass,mountain; above; below,,とうげ,9,N1
崩,836,crumble,mountain; companion; moon; month; flesh; part of the body,ホウ,くず.れる; -くず.れ; くず.す,11,N1
密,837,secrecy,house; invariably; heart; mountain,ミツ,ひそ.か,11,N1
蜜,838,honey,house; invariably; heart; insect,ミツ; ビツ,,14
嵐,839,storm,mountain; wind; gnats; drop; insect,ラン,あらし,12,N1
崎,840,promontory,mountain; strange; large; St. Bernard; can; street; nail; spike; mouth,キ,さき; さい; みさき,11,N1
崖,841,bluffs,mountain; cliff; ivy; square jewel; soil; dirt; ground,ガイ; ゲ; ギ,がけ; きし; はて,11
入,842,enter,,ニュウ; ジュ,い.る; -い.る; -い.り; い.れる; -い.れ; はい.る,2,N5
込,843,crowded,enter; road,,こ.み; -こ.み; -こ.む; こ.む; こ.める,5,N3
分,844,part,eight; sword; dagger,ブン; フン; ブ,わ.ける; わ.け; わ.かれる; わ.かる; わ.かつ,4
貧,845,poverty,part; eight; sword; dagger; shellfish; clam; oyster; eye; animal legs; eight,ヒン; ビン,まず.しい,11,N3
頒,846,partition,part; eight; sword; dagger; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ハン,わか.つ,13,N1
公,847,public,eight; elbow,コウ; ク,おおやけ,4,N4
松,848,pine tree,tree; wood; public; eight; elbows,ショウ,まつ,8,N1
翁,849,venerable old man,public; eight; elbows; feathers; wings,オウ,おきな,10,N1
訟,850,sue,say; words; keitai; mouth; public; eight; elbows,ショウ,,11,N1
谷,851,valley,eight; umbrella; mouth,コク,たに; きわ.まる,7,N2
浴,852,bathe,water; water droplets; water pistol; valley; eight; umbrella; mouth,ヨク,あ.びる; あ.びせる,10,N2
容,853,contain,house; valley; eight; umbrella; mouth,ヨウ,い.れる,10,N3
溶,854,melt,water; water droplets; water pistol; contents; contain; house; valley; animal legs; eight; umbrella; mouth,ヨウ,と.ける; と.かす; と.く,13,N2
欲,855,longing,valley; eight; umbrella; mouth; lack; yawn,ヨク,ほっ.する; ほ.しい,11,N3
裕,856,abundant,cloak; valley; eight; umbrella; mouth,ユウ,,12,N1
鉛,857,lead (metal),lead; metal; gold; gully; eight; mouth,エン,なまり,13,N1
沿,858,run alongside,water; water droplets; water pistol; gully; eight; mouth,エン,そ.う; -ぞ.い,8,N1
賞,859,prize,outhouse; small; little; crown; mouth; shellfish; clam; oyster; eye; animal legs; eight,ショウ,ほ.める,15,N2
党,860,party,outhouse; small; little; crown; mouth; human legs,トウ,なかま; むら,10,N2
堂,861,hall,outhouse; small; little; crown; mouth; soil; dirt; ground,ドウ,,11,N4
常,862,usual,outhouse; small; little; crown; mouth; towel,ジョウ,つね; とこ-,11,N3
裳,863,skirt,outhouse; small; little; crown; mouth; cloth; clothes; clothing; garment,ショウ,も; もすそ,14
掌,864,manipulate,outhouse; small; little; crown; mouth; hand,ショウ,てのひら; たなごころ,12,N1
皮,865,pelt,branch; ten; needle; crotch; hook,ヒ,かわ; けがわ,5,N2
波,866,waves,water; water droplets; water pistol; pelt; branch; ten; needle; crotch; hook,ハ,なみ,8,N2
婆,867,old woman,wave; water; water droplets; water pistol; pelt; branch; ten; needle; crotch; hook; woman,バ,ばば; ばあ,11,N1
披,868,expose,finger; fingers; pelt; branch; ten; needle; crotch; hook,ヒ,,8,N1
破,869,rend,stone; rock; pelt; branch; ten; needle; crotch; hook,ハ,やぶ.る; やぶ.れる,10,N3
被,870,incur,cloak; pelt; branch; ten; needle; crotch; hook,ヒ,こうむ.る; おお.う; かぶ.る; かぶ.せる,10,N2
残,871,remainder,bones; one; ceiling; evening; float,ザン; サン,のこ.る; のこ.す; そこな.う; のこ.り,10,N3
殉,872,martyrdom,bones; one; ceiling; evening; decameron; bound up; sun; day,ジュン,,10,N1
殊,873,particularly,bones; one; ceiling; evening; vermilion; drop; not yet; one; tree; wood,シュ,こと,10,N1
殖,874,augment,bones; one; ceiling; evening; straightaway; ten; needle; eye; fishhook,ショク,ふ.える; ふ.やす,12,N1
列,875,file,bones; one; ceiling; evening; sword; sabre; saber,レツ; レ,,6,N3
裂,876,split,file; bones; one; ceiling; evening; sword; sabre; saber; cloth; clothes; clothing; garment,レツ,さ.く; さ.ける; -ぎ.れ,12,N1
烈,877,ardent,file; bones; one; ceiling; evening; sword; sabre; saber; oven-fire; barbecue,レツ,はげ.しい,10,N1
死,878,death,bones; one; ceiling; evening; spoon; sitting on the ground,シ,し.ぬ; し.に-,6,N4
葬,879,interment,flowers; death; bones; one; ceiling; evening; spoon; sitting on the ground; two hands,ソウ,ほうむ.る,12,N1
瞬,880,wink,eye; Rose of Sharon; birdhouse; birdcage; claw; vulture; crown; sunglasses; dancing legs; ballerina; evening,シュン,またた.く; まじろ.ぐ,18,N1
耳,881,ear,,ジ,みみ,6,N3
取,882,take,ear; crotch,シュ,と.る; と.り; と.り-; とり; -ど.り,8,N3
趣,883,gist,run; soil; dirt; ground; mend; take; ear; crotch,シュ,おもむき; おもむ.く,15,N1
最,884,utmost,sun; day; take; ear; crotch,サイ; シュ,もっと.も; つま,12,N3
撮,885,snapshot,finger; fingers; utmost; sun; day; take; ear; crotch,サツ,と.る; つま.む; -ど.り,15,N1
恥,886,shame,ear; heart,チ,は.じる; はじ; は.じらう; は.ずかしい,10,N3
職,887,post,ear; kazoo; sound; vase; stand up; sun; day; fiesta,ショク; ソク,,18,N3
聖,888,holy,ear; mouth; king; jewel; ball,セイ; ショウ,ひじり,13,N1
敢,889,daring,street; nail; spike; ear; taskmaster,カン,あ.えて; あ.えない; あ.えず,12,N1
聴,890,listen,ear; stethoscope; camel; ten; needle; eye; cross-eyed; net; heart,チョウ; テイ,き.く; ゆる.す,17,N1
懐,891,pocket,Freud; state of mind; poltergeist; BernaE; ten; needle; eye; cross-eyed; net; top hat; scarf; cloth; clothes; clothing; garment,カイ; エ,ふところ; なつ.かしい; なつ.かしむ; なつ.く; なつ.ける; なず.ける; いだ.く; おも.う,16,N1
慢,892,ridicule,Freud; state of mind; mandala; sun; day; eye; cross-eyed; net; crotch,マン,,14,N1
漫,893,loose,water; water droplets; water pistol; mandala; sun; day; eye; cross-eyed; net; crotch,マン,みがりに,14,N1
買,894,buy,eye; cross-eyed; net; shellfish; clam; oyster; eye; animal legs; eight,バイ,か.う,12,N4
置,895,placement,eye; cross-eyed; net; straightaway; ten; needle; eye; fishhook,チ,お.く; -お.き,13,N3
罰,896,penalty,eye; cross-eyed; net; say; words; keitai; mouth; sword; sabre; saber,バツ; バチ; ハツ,ばっ.する,14,N1
寧,897,rather,house; heart; eye; cross-eyed; net; street; nail; spike,ネイ,むし.ろ,14,N1
濁,898,voiced,water; water droplets; water pistol; spider; eye; cross-eyed; net; bound up; insect,ダク; ジョク,にご.る; にご.す,16,N1
環,899,ring,king; jewel; ball; trampoline; eye; cross-eyed; net; one; ceiling; mouth; scarf,カン,わ,17,N1
還,900,send back,trampoline; eye; cross-eyed; net; one; ceiling; mouth; scarf; road,カン,かえ.る,16,N1
夫,901,husband,one; large,フ; フウ; ブ,おっと; そ.れ,4,N3
扶,902,aid,finger; fingers; husband,フ,たす.ける,7,N1
渓,903,mountain stream,water; water droplets; water pistol; claw; vulture; husband,ケイ,たに; たにがわ,11,N1
規,904,standard,husband; see; telescope; eye; human legs,キ,,11,N3
替,905,exchange,husband; sun; day; tongue wagging,タイ,か.える; か.え-; か.わる,12,N2
賛,906,approve,husband; shellfish; clam; oyster; eye; animal legs; eight,サン,たす.ける; たた.える,15,N3
潜,907,submerge,water; water droplets; water pistol; exchange; husband; sun; day; tongue wagging,セン,ひそ.む; もぐ.る; かく.れる; くぐ.る; ひそ.める,15,N1
失,908,lose,drop; husband,シツ,うしな.う; う.せる,5,N3
鉄,909,iron,metal; gold; lose; drop; husband,テツ,くろがね,13,N2
迭,910,alternate,transfer; lose; drop; husband; road,テツ,,8,N1
臣,911,retainer,slave,シン; ジン,,7,N2
姫,912,princess,woman; retainer; slave,キ,ひめ; ひめ-,10,N1
蔵,913,storehouse,flowers; parade; retainer; slave,ゾウ; ソウ,くら; おさ.める; かく.れる,15,N2
臓,914,entrails,moon; month; flesh; part of the body; storehouse; flowers; parade; retainer; slave,ゾウ,はらわた,19,N2
賢,915,intelligent,loincloth; retainer; slave; crotch; shellfish; clam; oyster; eye; animal legs; eight,ケン,かしこ.い,16,N2
腎,916,kidney,loincloth; retainer; slave; crotch; moon; month; flesh; part of the body,ジン,,13
堅,917,strict,loincloth; retainer; slave; crotch; soil; dirt; ground,ケン,かた.い; -がた.い,12,N1
臨,918,look to,retainer; slave; reclining; lying down; goods; mouth,リン,のぞ.む,18,N1
覧,919,perusal,retainer; slave; reclining; lying down; one; floor; look; see; telescope; eye; human legs,ラン,み.る,17,N1
巨,920,gigantic,Fafner,キョ,,5,N2
拒,921,repel,finger; fingers; gigantic; Fafner,キョ; ゴ,こば.む,8,N1
力,922,power,muscle; arnold,リョク; リキ; リイ,ちから,2,N4
男,923,man,rice field; brains; power; muscle; arnold,ダン; ナン,おとこ; お,7,N5
労,924,labor,schoolhouse; owl; crown; power; muscle; arnold,ロウ,ろう.する; いたわ.る; いた.ずき; ねぎら; つか.れる; ねぎら.う,7,N3
募,925,recruit,graveyard; flowers; sun; day; large; St. Bernard; power; muscle; arnold,ボ,つの.る,12,N2
劣,926,inferiority,few; power; muscle; arnold,レツ,おと.る,6,N1
功,927,achievement,craft; powered; power; muscle; arnold,コウ; ク,いさお,5,N1
勧,928,persuade,pegasus; horse; pantomime horse; noon; sign of the horse; turkey; power; muscle; arnold,カン; ケン,すす.める,13,N1
努,929,toil,guy; woman; crotch; power; muscle; arnold,ド,つと.める,7,N3
勃,930,uprising,bishop; cross; ten; needle; crown; child; power; muscle; arnold,ボツ; ホツ,おこ.る; にわかに,9
励,931,encourage,Wimbledon; cliff; ten thousand; power; muscle; arnold,レイ,はげ.む; はげ.ます,7,N1
加,932,add,power; muscle; arnold; mouth,カ,くわ.える; くわ.わる,5,N3
賀,933,congratulations,add; power; muscle; arnold; mouth; shellfish; clam; oyster; eye; animal legs; eight,ガ,,12,N1
架,934,erect,add; power; muscle; arnold; mouth; tree; wood,カ,か.ける; か.かる,9,N1
脇,935,armpit,moon; month; flesh; part of the body; triceps; power; muscle; arnold,キョウ,わき; わけ,10
脅,936,threaten,triceps; power; muscle; arnold; moon; month; flesh; part of the body,キョウ,おびや.かす; おど.す; おど.かす,10,N1
協,937,co-,ten; needle; triceps; power; muscle; arnold,キョウ,,8,N2
行,938,going,boulevard,コウ; ギョウ; アン,い.く; ゆ.く; -ゆ.き; -ゆき; -い.き; -いき; おこな.う; おこ.なう,6,N5
律,939,rhythm,Nelson; column; going; line; brush,リツ; リチ; レツ,,9,N2
復,940,restore,Nelson; column; going; line; fold back; double back; reclining; lying down; sun; day; walking legs,フク,また,12,N2
得,941,gain,Nelson; column; going; line; bill posters; nightbreak; sun; day; one; floor; glue,トク,え.る; う.る,11,N3
従,942,accompany,Nelson; column; going; line; horns; mend,ジュウ; ショウ; ジュ,したが.う; したが.える; より,10,N1
徒,943,junior,Nelson; column; going; line; run; soil; dirt; ground; mend,ト,いたずら; あだ,10,N3
待,944,wait,Nelson; column; going; line; Buddhist temple; soil; dirt; ground; glue,タイ,ま.つ; -ま.ち,9,N4
往,945,journey,Nelson; column; going; line; candlestick; lord; drop; king; jewel; ball,オウ,い.く; いにしえ; さき.に; ゆ.く,8,N1
征,946,subjugate,Nelson; column; going; line; correct; one; ceiling; stop; footprint,セイ,,8,N1
径,947,diameter,Nelson; column; going; line; spool; clod; toilet paper; crotch; soil; dirt; ground,ケイ,みち; こみち; さしわたし; ただちに,8,N1
彼,948,he,Nelson; column; going; line; pelt; branch; ten; needle; crotch; hook,ヒ,かれ; かの; か.の,8,N3
役,949,duty,Nelson; column; going; line; cruise missile; missile; wind; crotch,ヤク; エキ,,7,N3
徳,950,benevolence,Nelson; column; going; line; stethoscope; camel; ten; needle; eye; cross-eyed; net; heart,トク,,14,N1
徹,951,penetrate,Nelson; column; going; line; borstal; bring up; infant; toddler; top hat; elbow; moon; month; flesh; part of the body; taskmaster,テツ,,15,N1
徴,952,indications,sherpa; Nelson; column; going; line; mountain; king; jewel; ball; taskmaster,チョウ; チ,しるし,14,N1
懲,953,penal,indications; sherpa; Nelson; column; going; line; mountain; king; jewel; ball; taskmaster; heart,チョウ,こ.りる; こ.らす; こ.らしめる,18,N1
微,954,delicate,sherpa; Nelson; column; going; line; mountain; one; ceiling; human legs; taskmaster,ビ,かす.か,13,N1
街,955,boulevard,going; ivy; square jewel; soil; dirt; ground,ガイ; カイ,まち,12,N1
桁,956,girder,tree; wood; going,コウ,けた,10
衡,957,equilibrium,boulevard; going; bound up; rice field; brains; large; St. Bernard,コウ,,16,N1
稿,958,draft,wheat; cereal; tall; top hat; mouth; hood; mouth,コウ,わら; したがき,15,N1
